"name","gender","ethnicity","isomerism","orientation","disability","year","domain","manwhitecisable","manwhitecis","manwhite","minoritized","poc"
"Gabriele Colangelo","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Galia Lahav","woman","white","cis","straight","nondisabled",NA,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Sola Karadottir","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Giuliano Calza","man","white","cis",NA,"nondisabled",NA,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Sara Cavazza Facchini","woman","white","cis",NA,"nondisabled",NA,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Gabriele Colangelo","woman","white","cis",NA,"nondisabled",NA,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Giambattista Valli","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Giambattista Valli","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Giorgio Armani","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Clare Waight Keller","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Benjamin Alexander Huseby","man","middleeast","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Serhat Isik","man","middleeast","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Stephen Wong","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Kirk Pickersgill","man",NA,"cis","lgb","nondisabled",2019,"fashion",NA,NA,NA,TRUE,NA
"Alessandro Michele","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Richard Rene","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Rio Uribe","man","latinx","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Haider Ackermann","man","latinx","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Michael Halpern","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Mary Alice Haney","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Sylvie Millstein","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Mark Thomas","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Thomas Cawson","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Nadège Vanhee-Cybulski","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Hervé Léger","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Luella Bartley","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Sara Schloat","woman","white","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Chrys Wong","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Rooney Mara","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Henry Holland","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Huishan Zhang","man","asian","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Efisio Marras","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"James Long","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
NA,NA,NA,NA,NA,NA,NA,"fashion",NA,NA,NA,NA,NA
"Isabel Marant","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Issey Miyake","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Maria Grazia Chiuri","woman","white","cis","straight","nondisabled",NA,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Kozaburo Akasaka","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Gilles Mendel","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Simon Porte Jacquemus","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Jason Wu","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Jason Wu","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Jeffrey Dodd","man","white","cis","straight","nondisabled",2018,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Jenny Packham","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Jeremy Scott","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Ji Oh","woman","asian","cis","straight","nondisabled",2018,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Lucie Meier","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Luke Meier","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Jill Stuart","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Johanna Ortiz","woman","latinx","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"John Elliott","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Cara Campagnoli","woman","white","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"John John","man",NA,NA,NA,NA,NA,"fashion",NA,NA,NA,NA,NA
"Sarah Rutson","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Jonathan Cohen","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Jonathan Simkhai","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Susana Clayton","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Josie Natori","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Junya Watanabe","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Paul Surridge","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Jonathan Anderson","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Karen Walker","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Kate Spade","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Carol Lim","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Humberto Leon","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Lia Kes","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Catherine Holstein","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Laura Fanning","woman","white","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Deanna Fanning","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Kim Shui","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Kimora Lee Simmons","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Ronnie Fieg","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Maria Giovanna Paone","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Kit Willow","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Christelle Kocher","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Junichi Abe","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Léa Dickely","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Hung La","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Jeffrey Rudes","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"JJ Martin","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Rebecca Taylor","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Louise Trotter","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Bruno Sialelli","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Sally LaPointe","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"LaQuan Smith","man","black","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Laura Garcia","woman","latinx","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Lauren Manoogian","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Lela Rose","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Sarah-Linh Tran","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Christophe Lemaire","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Christine Phung","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Johnson Hartig","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Sam Linder","man","white",NA,NA,"nondisabled",2019,"fashion",NA,NA,TRUE,NA,FALSE
"Lisa Perry","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Jonathan Anderson","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Sophie Delafontaine","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Raffaella Hanley","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Nicolas Ghesquière","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Raul Solis","man","latinx","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Raul Lopez","man","latinx","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Luisa Beccaria","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Lutz Huelle","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Margherita Missoni","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marcia Patmos","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Joyce Lee","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Yuni Ahn","woman","asian","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"John Galliano","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Maison Rabih Kayrouz","man","middleeast","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Judith Milgrom","woman","middleeast","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
NA,NA,NA,NA,NA,NA,NA,"fashion",NA,NA,NA,NA,NA
"Maiko Kurogouchi","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Manish Arora","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Rachel Mansur","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Floriana Gavriel","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Mara Hoffman","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marc Jacobs","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Keren Craig","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Georgina Chapman","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Georgina Chapman","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Keren Craig","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marco de Vincenzo","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Margaret Howell","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marina Moscone","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marine Serre","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marissa Webb","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Markus Lupfer","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Francesco Risso","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Marta Jakubowski","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Martin Grant","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Mary Katrantzou","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Maryam Nassir Zadeh","woman","middleeast","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Angelo Katsapis","man","white","cis",NA,"nondisabled",NA,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Matty Bovan","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Ian Griffiths","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
NA,NA,NA,NA,NA,NA,2019,"fashion",NA,NA,NA,NA,NA
"Melitta Baumeister","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Michael Kors","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Mira Mikati","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Angela Missoni","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Miuccia Prada","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Martin Margiela","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Molly Goddard","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Pierpaolo Piccioli","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Richard Quinn","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Sandro Mandrino","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Simone Rocha","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Craig Green","man","white","cis","straight","nondisabled",NA,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Matthew Williams","man","white","cis","straight","nondisabled",NA,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Hiroshi Fujiwara","man","asian","cis",NA,"nondisabled",NA,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Francesco Ragazzi","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Richard Quinn","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Monique Lhuillier","woman","asian","cis","straight","nondisabled",2018,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Laura Kim","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Fernando Garcia","man","latinx","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Moon Choi","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Jeremy Scott","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Lela Becker","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Tim Kaeding","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Massimo Giorgetti","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Casey Cadwallader","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Johnny Coca","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Nabil Nayal","man","middleeast","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Naeem Khan","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Nanette Lepore","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Sandra Sandor","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Narciso Rodriguez","man","latinx","cis","lgb","nondisabled",2018,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Natasha Zinko","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Nehera",NA,NA,NA,NA,NA,2019,"fashion",NA,NA,NA,NA,NA
"Neil Barrett","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Sisi Li","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Nicholas Kunz","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Christopher Kunz","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Nicole Miller","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Nili Lotan","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Rushemy Botter","man","black","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Lisi Herrebrugh","woman","white","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Alessandro Dell’Acqua","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Karin Bereson","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Kei Ninomiya","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Yara Flinn","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Norma Kamali","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Jordana Warmflash","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Virgil Abloh","man","black","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Olivier Theyskens","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Carol Lim","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Humberto Leon","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Oscar de la Renta","man","latinx","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Osman Yousefzada","man","middleeast","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Christa Bösch","woman","white","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Cosima Gadient","woman","white","cis",NA,"nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Christopher Nying","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Jockum Hallin","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Julien Dossena","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Francesco Ragazzi","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Matthew Harding","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Levi Palmer","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Gela Nash-Taylor","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Pamela Skaist-Levy","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Pamella Roland","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Nellie Partow","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Petar Petrov","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Peter Pilotto","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Christopher de Vos","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Wei Lin","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Mijia Zhang","woman","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Philipp Plein","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Lorenzo Serafini","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Phoebe English","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Tran Phuong My","woman","asian","cis","lgb","nondisabled",NA,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Stefano Citron","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Federico Piaggi","man","white","cis",NA,"nondisabled",2019,"fashion",TRUE,TRUE,TRUE,NA,FALSE
"Carolina Castiglioni","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Chioma Nnadi","man","black","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Prabal Gurung","man","asian","cis","lgb","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Miuccia Prada","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Thea Bregazzi","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Justin Thornton","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Fran Stringer","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Prisca Franchetti","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Lazaro Hernandez","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Jack McCollough","man","white","cis","lgb","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,TRUE,FALSE
"Chris Leba","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Rachel Antonoff","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Rachel Comey","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Rachel Zoe","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Marcus Wainwright","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Rahul Mishra","man","asian","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,TRUE
"Ralph Lauren","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Raquel Allegra","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Sean Barron","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
"Rebecca de Ravenel","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Rebecca Minkoff","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Rebecca Taylor","woman","white","cis","straight","nondisabled",2019,"fashion",FALSE,FALSE,FALSE,TRUE,FALSE
"Pierpaolo Piccioli","man","white","cis","straight","nondisabled",2019,"fashion",TRUE,TRUE,TRUE,FALSE,FALSE
